Provider	Pubish.with.IWGSC..Y.N.	run_accession	scientific_name	secondary_study_accession	High level variety	High level tissue	High level age	High level stress-disease	Variety	Tissue	Age	Stress-disease	Comments	DOI	Intermediate	Intermediate stress
SRA	Y	ERR1224572	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	disease	Vuka	leaf	three leaf stage	stripe rust pathogen 87/66 9 days		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	stripe rust
SRA	Y	ERR1224573	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	disease	Vuka	leaf	three leaf stage	stripe rust pathogen 87/66 9 days		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	stripe rust
SRA	Y	ERR1224574	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	disease	Vuka	leaf	three leaf stage	stripe rust pathogen 87/66 11 days		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	stripe rust
SRA	Y	ERR1224575	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	disease	Vuka	leaf	three leaf stage	stripe rust pathogen 87/66 11 days		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	stripe rust
SRA	Y	ERR1224576	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	disease	Vuka	leaf	three leaf stage	stripe rust pathogen 87/66 11 days		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	stripe rust
SRA	Y	ERR1224580	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	none	Avocet+Yr5	leaf	three leaf stage	control		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	No stress control
SRA	Y	ERR1224581	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	none	Avocet+Yr5	leaf	three leaf stage	control		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	No stress control
SRA	Y	ERR1224582	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	none	Avocet+Yr5	leaf	three leaf stage	control		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	No stress control
SRA	Y	ERR1224583	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	disease	Avocet+Yr5	leaf	three leaf stage	stripe rust pathogen 87/66 1 day		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	stripe rust
SRA	Y	ERR305324	Triticum aestivum	ERP003465	other	spike	reproductive	none	NIL2 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	mock inoculation 30 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	ERR1224584	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	disease	Avocet+Yr5	leaf	three leaf stage	stripe rust pathogen 87/66 1 day		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	stripe rust
SRA	Y	ERR1224585	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	disease	Avocet+Yr5	leaf	three leaf stage	stripe rust pathogen 87/66 1 day		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	stripe rust
SRA	Y	ERR1224586	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	disease	Avocet+Yr5	leaf	three leaf stage	stripe rust pathogen 87/66 2 days		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	stripe rust
SRA	Y	ERR1224587	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	disease	Avocet+Yr5	leaf	three leaf stage	stripe rust pathogen 87/66 2 days		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	stripe rust
SRA	Y	ERR1224588	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	disease	Avocet+Yr5	leaf	three leaf stage	stripe rust pathogen 87/66 2 days		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	stripe rust
SRA	Y	ERR1224589	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	disease	Avocet+Yr5	leaf	three leaf stage	stripe rust pathogen 87/66 3 days		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	stripe rust
SRA	Y	ERR1224590	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	disease	Avocet+Yr5	leaf	three leaf stage	stripe rust pathogen 87/66 3 days		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	stripe rust
SRA	Y	ERR1224591	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	disease	Avocet+Yr5	leaf	three leaf stage	stripe rust pathogen 87/66 3 days		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	stripe rust
SRA	Y	ERR1224592	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	disease	Avocet+Yr5	leaf	three leaf stage	stripe rust pathogen 87/66 5 days		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	stripe rust
SRA	Y	ERR1224593	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	disease	Avocet+Yr5	leaf	three leaf stage	stripe rust pathogen 87/66 5 days		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	stripe rust
SRA	Y	ERR305320	Triticum aestivum	ERP003465	other	spike	reproductive	none	NIL4 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	mock inoculation 30 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	ERR1224594	Triticum aestivum	ERP013983	other	leaves/shoots	vegetative	disease	Avocet+Yr5	leaf	three leaf stage	stripe rust pathogen 87/66 5 days		https://doi.org/10.1186/s12864-016-2684-4	leaf excl flag leaf	stripe rust
SRA	Y	ERR305329	Triticum aestivum	ERP003465	other	spike	reproductive	disease	CM-82036	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 50 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	DRR003150	Triticum aestivum	DRP000768	Chinese Spring	roots	vegetative	none	Chinese Spring	roots	24 days	none		doi: 10.1186/1471-2164-14-77	roots	NA
SRA	Y	ERR305330	Triticum aestivum	ERP003465	other	spike	reproductive	none	NIL1 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	mock inoculation 30 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	ERR305298	Triticum aestivum	ERP003465	other	spike	reproductive	none	NIL3 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	mock inoculation 30 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	ERR305276	Triticum aestivum	ERP003465	other	spike	reproductive	none	NIL3 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	mock inoculation 50 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	ERR305278	Triticum aestivum	ERP003465	other	spike	reproductive	disease	NIL4 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 30 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	ERR305299	Triticum aestivum	ERP003465	other	spike	reproductive	disease	NIL1 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 50 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	ERR305333	Triticum aestivum	ERP003465	other	spike	reproductive	disease	NIL1 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 30 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	ERR305284	Triticum aestivum	ERP003465	other	spike	reproductive	none	NIL4 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	mock inoculation 30 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	ERR305311	Triticum aestivum	ERP003465	other	spike	reproductive	disease	NIL2 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 30 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	ERR305325	Triticum aestivum	ERP003465	other	spike	reproductive	none	NIL3 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	mock inoculation 50 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	ERR305296	Triticum aestivum	ERP003465	other	spike	reproductive	none	NIL4 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	mock inoculation 30 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	DRR003158	Triticum aestivum	DRP000768	Chinese Spring	leaves/shoots	vegetative	abiotic	Chinese Spring	shoots	24 days	Phosphorous starvation 10 days		doi: 10.1186/1471-2164-14-77	vegetative aerial tissues	Phosphorous starvation 10 d shoots
SRA	Y	ERR305307	Triticum aestivum	ERP003465	other	spike	reproductive	none	NIL1 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	mock inoculation 50 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	ERR305293	Triticum aestivum	ERP003465	other	spike	reproductive	disease	NIL4 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 50 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	ERR305312	Triticum aestivum	ERP003465	other	spike	reproductive	disease	NIL2 from CM-82036 BC5 in Remus	"spikelets (only using palea, lemma and rachis)"	anthesis	Fusarium graminearum inoculation 50 hours		doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550	spikelets	NA
SRA	Y	ERR392066	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	starchy endosperm	30 dpa	none		DOI: 10.1126/science.1250091 	endosperm	NA
SRA	Y	ERR392068	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	whole endosperm	20 dpa	none		DOI: 10.1126/science.1250091 	endosperm	NA
SRA	Y	ERR392084	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	aleurone layer	20 dpa	none		DOI: 10.1126/science.1250091 	aleurone	NA
SRA	Y	ERR392065	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	starchy endosperm	30 dpa	none		DOI: 10.1126/science.1250091 	endosperm	NA
SRA	Y	ERR392070	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	transfer cells	20 dpa	none		DOI: 10.1126/science.1250091 	transfer cells	NA
SRA	Y	ERR392060	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	aleurone layer and starchy endosperm	30 dpa	none		DOI: 10.1126/science.1250091 	aleurone layer and starchy endosperm	NA
SRA	Y	ERR392073	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	whole endosperm	20 dpa	none		DOI: 10.1126/science.1250091 	endosperm	NA
SRA	Y	DRR003152	Triticum aestivum	DRP000768	Chinese Spring	roots	vegetative	abiotic	Chinese Spring	roots	24 days	Phosphorous starvation 10 days		doi: 10.1186/1471-2164-14-77	roots	NA
SRA	Y	ERR392077	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	transfer cells	20 dpa	none		DOI: 10.1126/science.1250091 	transfer cells	NA
SRA	Y	ERR392071	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	aleurone layer and starchy endosperm	30 dpa	none		DOI: 10.1126/science.1250091 	aleurone layer and starchy endosperm	NA
SRA	Y	ERR392057	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	whole endosperm	10 dpa	none		DOI: 10.1126/science.1250091 	endosperm	NA
SRA	Y	ERR392080	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	aleurone layer	20 dpa	none		DOI: 10.1126/science.1250091 	aleurone	NA
SRA	Y	ERR392083	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	whole endosperm	20 dpa	none		DOI: 10.1126/science.1250091 	endosperm	NA
SRA	Y	ERR392058	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	transfer cells	20 dpa	none		DOI: 10.1126/science.1250091 	transfer cells	NA
SRA	Y	ERR392063	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	starchy endosperm	20 dpa	none		DOI: 10.1126/science.1250091 	endosperm	NA
SRA	Y	ERR392074	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	starchy endosperm	20 dpa	none		DOI: 10.1126/science.1250091 	endosperm	NA
SRA	Y	ERR392061	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	whole endosperm	10 dpa	none		DOI: 10.1126/science.1250091 	endosperm	NA
SRA	Y	ERR392072	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	whole endosperm	10 dpa	none		DOI: 10.1126/science.1250091 	endosperm	NA
SRA	Y	DRR003156	Triticum aestivum	DRP000768	Chinese Spring	leaves/shoots	vegetative	none	Chinese Spring	shoots	24 days	none		doi: 10.1186/1471-2164-14-77	vegetative aerial tissues	No stress control
SRA	Y	ERR392056	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	transfer cells	20 dpa	none		DOI: 10.1126/science.1250091 	transfer cells	NA
SRA	Y	ERR392064	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	whole endosperm	20 dpa	none		DOI: 10.1126/science.1250091 	endosperm	NA
SRA	Y	ERR392079	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	starchy endosperm	30 dpa	none		DOI: 10.1126/science.1250091 	endosperm	NA
SRA	Y	ERR392081	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	aleurone layer	20 dpa	none		DOI: 10.1126/science.1250091 	aleurone	NA
SRA	Y	ERR392078	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	aleurone layer	20 dpa	none		DOI: 10.1126/science.1250091 	aleurone	NA
SRA	Y	ERR392059	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	aleurone layer	20 dpa	none		DOI: 10.1126/science.1250091 	aleurone	NA
SRA	Y	ERR392067	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	aleurone layer and starchy endosperm	30 dpa	none		DOI: 10.1126/science.1250091 	aleurone layer and starchy endosperm	NA
SRA	Y	ERR392069	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	aleurone layer and starchy endosperm	30 dpa	none		DOI: 10.1126/science.1250091 	aleurone layer and starchy endosperm	NA
SRA	Y	ERR392082	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	aleurone layer	20 dpa	none		DOI: 10.1126/science.1250091 	aleurone	NA
SRA	Y	ERR392062	Triticum aestivum	ERP004505	Chinese Spring	grain	reproductive	none	Chinese Spring	starchy endosperm	30 dpa	none		DOI: 10.1126/science.1250091 	endosperm	NA
SRA	Y	SRR974986	Triticum aestivum/Septoria tritici mixed cDNA library	SRP022869	other	leaves/shoots	seedling	disease	Sevin	second leaf	14 days	Septoria tritici 4 days	Illumina HiSeq 2000 paired end sequencing; RNA-seq analysis of  Septoria tritici-infected wheat leaves (4dai)	DOI: 10.1371/journal.pone.0081606	seedling aerial tissues	Zymoseptoria tritici
SRA	Y	SRR974987	Triticum aestivum/Septoria tritici mixed cDNA library	SRP022869	other	leaves/shoots	seedling	disease	Sevin	second leaf	14 days	Septoria tritici 4 days	Illumina HiSeq 2000 paired end sequencing; RNA-seq analysis of Septoria tritici-infected wheat leaves (4dai_2)	DOI: 10.1371/journal.pone.0081606	seedling aerial tissues	Zymoseptoria tritici
SRA	Y	SRR974988	Triticum aestivum/Septoria tritici mixed cDNA library	SRP022869	other	leaves/shoots	seedling	disease	Sevin	second leaf	14 days	Septoria tritici 10 days	Illumina HiSeq 2000 paired end sequencing; RNA-seq analysis of Septoria tritici-infected wheat leaves (10dai)	DOI: 10.1371/journal.pone.0081606	seedling aerial tissues	Zymoseptoria tritici
SRA	Y	SRR974989	Triticum aestivum/Septoria tritici mixed cDNA library	SRP022869	other	leaves/shoots	seedling	disease	Sevin	second leaf	14 days	Septoria tritici 13 days	Illumina HiSeq 2000 paired end sequencing; RNA-seq analysis of Septoria tritici-infected wheat leaves (13dai)	DOI: 10.1371/journal.pone.0081606	seedling aerial tissues	Zymoseptoria tritici
SRA	Y	SRR946454	Triticum aestivum	SRP028357	Chinese Spring	leaves/shoots	vegetative	none	Chinese Spring	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR946455	Triticum aestivum	SRP028357	Chinese Spring	leaves/shoots	vegetative	none	Chinese Spring	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR946456	Triticum aestivum	SRP028357	Chinese Spring	leaves/shoots	vegetative	none	Chinese Spring	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR946458	Triticum aestivum	SRP028357	Chinese Spring	roots	vegetative	none	Chinese Spring	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR946459	Triticum aestivum	SRP028357	Chinese Spring	roots	vegetative	none	Chinese Spring	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR946460	Triticum aestivum	SRP028357	Chinese Spring	roots	vegetative	none	Chinese Spring	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947006	Triticum aestivum	SRP028357	Chinese Spring	leaves/shoots	vegetative	none	Chinese Spring	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947014	Triticum aestivum	SRP028357	Chinese Spring	leaves/shoots	vegetative	none	Chinese Spring	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947015	Triticum aestivum	SRP028357	Chinese Spring	leaves/shoots	vegetative	none	Chinese Spring	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947017	Triticum aestivum	SRP028357	Chinese Spring	roots	vegetative	none	Chinese Spring	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947018	Triticum aestivum	SRP028357	Chinese Spring	roots	vegetative	none	Chinese Spring	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947019	Triticum aestivum	SRP028357	Chinese Spring	roots	vegetative	none	Chinese Spring	roots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum roots	doi:10.1186/1471-2164-15-276	roots	none
SRA	Y	SRR947021	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N1AT1B"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947022	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N1AT1B"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947026	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N1AT1D"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947028	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N1AT1D"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947030	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N1AT1D"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947032	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N1BT1A"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947033	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N1BT1A"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947034	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N1BT1A"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947035	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N1BT1A"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947037	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N1BT1D"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947038	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N1BT1D"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947039	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N1BT1D"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947041	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N1DT1A"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947042	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N1DT1A"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947043	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N1DT1A"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947045	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N1DT1B"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947046	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N1DT1B"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947047	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N1DT1B"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
SRA	Y	SRR947749	Triticum aestivum	SRP028357	Nullitetra Chinese Spring	leaves/shoots	vegetative	none	"Chinese Spring, N5AT5B"	shoots	fifth leaf stage	none	Illumina Genome Analyzer II sequencing; mRNA-Seq for homoeologous gene expression analysis in hexaploid Triticum aestivum shoots	doi:10.1186/1471-2164-15-276	leaf excl flag leaf	none
